7.72,15.14,16.34,10.54,19.46,12.21,12.79,11.68,7.28,16.44,13.84,12.55,12.03,13.23,17.43,8.97,12.82,11.56,13.59,8.89,8.4,7.12,8.1,5.63,10.35,442.95,10.04,8.55,6.29,0,0
7.91,11.35,14.8,8.71,15.33,10.61,10.51,9.65,7.24,14.23,12.64,9.24,10.04,10.39,15.42,7.7,10.65,10.1,11.7,7.62,8.99,6.44,6.42,5.25,16.38,0,8.97,7.33,7.27,12.33,10.43
7.4,13.98,12.38,9.06,10.34,8.51,8.51,8.47,11.84,15.45,12.21,12.28,9.63,9.61,18.14,10,12.06,10.01,9.65,10.77,14.21,8.14,9.46,5.35,7.47,16.44,9.07,11.34,9.33,15.49,12.13
8.05,8.46,10.73,6.15,7.58,7.08,5.89,7.36,11.6,11.72,10.86,8.83,7.49,6.53,8.91,6.42,7.6,6.56,10.28,6.59,13.65,4.38,3.9,3.85,5.89,13.83,5.58,6.13,7.75,6.93,9.3
