18.95,11.77,15.55,7.92,10.74,9.87,9.45,9.4,12.25,8.46,12.17,6.09,11.59,7.62,9.27,7.66,9.57,9.15,16.29,5.32,10.12,6.76,7.28,6.01,9.92,10.57,8.62,6.01,12.68,11.16,15.82
18.15,8.87,14.71,6.14,7.98,9.27,8.48,8.93,12.99,8.3,12.08,5.11,11.26,6.4,8.13,6.49,8.8,8.56,16.58,4.64,7.18,4.9,5.51,7.39,10.81,1000,7.35,5.25,19.06,8.37,14.51
22.19,14.23,8.05,5.73,6.08,9.28,7.65,8.72,12.52,8.61,9.33,7.7,9.04,8.06,10.5,7.09,10.55,8.98,5.74,7.41,7.85,9.29,8.24,5.81,9.69,15.47,9.1,6.08,18.32,7.72,13.41
21.63,9.31,6.52,3.81,3.92,7.84,6.58,6.28,16.37,6.9,8.85,6.07,7.75,5.69,4.92,4.81,5.87,6.65,5.6,3.84,8.08,4.44,3.03,8.29,9.15,18.11,6.46,3.93,13.23,3.84,11.35
