15.25,27.21,23.73,36.44,10.22,14.96,29.05,46.87,38.26,18.34,13.55,19.35,19.7,42.11,13.32,42.27,21.31,31.12,21.88,13.59,15.65,14.56,27.39,20.31,26.16,9.77,52.05,33.3,23.65,10.88,35.38
14.28,25.61,22.31,27.45,6.39,16.03,21.95,48.82,37.02,18.59,13.53,20.12,18.11,41.76,13.04,43.53,18.2,26.67,14.83,12.85,22.73,14.75,26.04,29.66,29.52,2.9,55.61,35.06,22.83,10.06,39.19
10.94,25.9,24.44,24.88,5.98,22.71,15.47,38.4,27.74,23.64,20.87,20.3,20.57,45.47,18.6,53.06,18.9,31.64,26.74,16.18,32.3,14.74,26.53,30.45,30.81,11.46,63.07,38.91,21.13,61.45,54.03
10.99,8.31,20.39,8.51,5.08,12.46,8.22,3.45,19.59,13.15,10.43,14.71,5.55,15.96,8.87,13.57,5.02,11.75,14.02,4.53,30.13,12.83,5.15,10.96,3.61,11.25,13.49,2.12,18.72,2.94,1.87
